"행정구역별","산업별","사업체구분별",2015,2015,2016,2016,2017,2017,2018,2018,2019,2019,2020,2020
"행정구역별","산업별","사업체구분별",사업체수 (개),종사자수 (명),사업체수 (개),종사자수 (명),사업체수 (개),종사자수 (명),사업체수 (개),종사자수 (명),사업체수 (개),종사자수 (명),사업체수 (개),종사자수 (명)
"서울","전체 산업","계",820658,5108828,820156,5079451,822863,5119913,823385,5210936,823624,5226997,848552,5044552
"서울","농업, 임업 및 어업(01~03)","계",17,491,25,464,29,469,30,462,24,426,64,532
"서울","광업(05~08)","계",23,69,22,58,21,66,24,81,20,43,11,58
"서울","제조업(10~34)","계",63389,293173,62150,278773,61583,277920,58970,266500,57321,265273,58865,245843
"서울","전기, 가스, 증기 및 공기조절 공급업(35)","계",117,6501,119,5660,139,5576,183,6083,225,6234,212,6020
"서울","수도, 하수 및 폐기물 처리, 원료 재생업(36~39)","계",486,8939,453,8649,445,8963,451,9139,475,9158,498,9309
"서울","건설업(41~42)","계",22695,360192,22474,369054,22228,385208,21825,379353,21626,362785,22878,383971
"서울","도매 및 소매업(45~47)","계",234501,912448,230451,891402,228295,888464,223955,896326,220055,899642,226571,842008
"서울","운수 및 창고업(49~52)","계",93635,279879,94843,276717,93702,274793,95412,272618,94759,264181,95554,258778
"서울","숙박 및 음식점업(55~56)","계",126779,480034,128199,470397,130195,474515,130595,495092,132475,493912,138253,413361
"서울","정보통신업(58~63)","계",23903,350342,23397,344870,23206,345030,23384,357761,23356,360062,25273,370430
"서울","금융 및 보험업(64~66)","계",10891,286831,11010,273238,11165,268252,11220,262273,11444,266110,11726,263159
"서울","부동산업(68)","계",35875,154426,38378,163076,39677,158593,41282,158063,43611,166094,44812,155049
"서울","전문, 과학 및 기술 서비스업(70~73)","계",40626,450909,39226,432207,38937,437822,41654,463519,42782,485150,47817,493941
"서울","사업시설 관리, 사업 지원 및 임대 서비스업(74~76)","계",16637,442059,16007,474742,15950,478382,16198,496433,16354,472573,17119,446390
"서울","공공행정, 국방 및 사회보장 행정(84)","계",1285,136166,1292,136017,1296,138150,1282,140121,1296,141582,1275,148209
"서울","교육 서비스업(85)","계",33618,341006,34074,336028,34762,341732,35377,346219,35761,351320,35347,334166
"서울","보건업 및 사회복지 서비스업(86~87)","계",26528,320189,27828,342572,28683,358563,28824,378366,29168,400143,29201,422929
"서울","예술, 스포츠 및 여가관련 서비스업(90~91)","계",20539,80444,21540,83278,22913,86452,23025,91104,23527,92752,23235,76814
"서울","협회 및 단체, 수리 및 기타 개인 서비스업(94~96)","계",69114,204730,68668,192249,69637,190963,69694,191423,69345,189557,69841,173585
"대전","전체 산업","계",111815,586069,113228,597011,115423,605742,117557,618271,119628,633418,123728,618248
"대전","농업, 임업 및 어업(01~03)","계",12,317,11,333,12,354,14,318,18,388,36,336
"대전","광업(05~08)","계",5,39,5,33,3,18,3,15,4,25,5,14
"대전","제조업(10~34)","계",8044,61558,7992,61352,8114,61370,8220,61879,8380,63480,8647,63342
"대전","전기, 가스, 증기 및 공기조절 공급업(35)","계",24,1222,24,1327,39,1508,39,1575,60,1851,80,1726
"대전","수도, 하수 및 폐기물 처리, 원료 재생업(36~39)","계",137,3173,147,3145,138,3133,135,3205,141,3375,157,3884
"대전","건설업(41~42)","계",3882,35937,3942,38542,4037,38705,4134,40488,4240,44661,4607,44817
"대전","도매 및 소매업(45~47)","계",30443,89612,30517,89082,30776,90191,30718,90795,30596,92180,31827,87113
"대전","운수 및 창고업(49~52)","계",11790,30650,11609,31009,11905,29999,12730,35058,12996,30414,13549,29901
"대전","숙박 및 음식점업(55~56)","계",20080,60657,20495,62009,20855,63318,21249,65647,21767,66300,22960,56652
"대전","정보통신업(58~63)","계",1133,13703,1169,14607,1185,14263,1205,14399,1314,14990,1444,15664
"대전","금융 및 보험업(64~66)","계",1417,24358,1430,23013,1424,22673,1418,21797,1400,21860,1322,19238
"대전","부동산업(68)","계",3711,13622,3852,14523,4082,14805,4237,14646,4512,15068,4812,14496
"대전","전문, 과학 및 기술 서비스업(70~73)","계",2973,41434,2999,43126,3040,44716,3201,44732,3452,48147,3699,51698
"대전","사업시설 관리, 사업 지원 및 임대 서비스업(74~76)","계",2048,40159,2083,40374,2061,41214,2100,37968,2191,39474,2310,38456
"대전","공공행정, 국방 및 사회보장 행정(84)","계",274,24892,279,24670,277,25751,278,26508,283,26957,278,28594
"대전","교육 서비스업(85)","계",5472,55560,5597,55714,5693,56293,5739,57939,5874,57344,5679,55346
"대전","보건업 및 사회복지 서비스업(86~87)","계",4675,51413,4900,56640,4977,58518,4964,61810,4971,66489,4822,70930
"대전","예술, 스포츠 및 여가관련 서비스업(90~91)","계",3269,9547,3585,10554,3807,10986,3856,11565,3941,12086,3898,10477
"대전","협회 및 단체, 수리 및 기타 개인 서비스업(94~96)","계",12426,28216,12592,26958,12998,27927,13317,27927,13488,28329,13596,25564
"울산","전체 산업","계",80805,519516,82948,523344,83872,521482,85662,527085,87054,533187,89907,493599
"울산","농업, 임업 및 어업(01~03)","계",19,177,17,111,21,107,34,186,36,178,54,285
"울산","광업(05~08)","계",16,255,17,308,17,295,21,339,19,317,16,275
"울산","제조업(10~34)","계",7159,186809,7193,180111,7227,177427,7299,175990,7729,177173,7917,170010
"울산","전기, 가스, 증기 및 공기조절 공급업(35)","계",16,806,25,1378,32,2391,39,2471,46,2303,57,2368
"울산","수도, 하수 및 폐기물 처리, 원료 재생업(36~39)","계",212,2240,205,2166,196,2093,202,2092,233,2301,228,2184
"울산","건설업(41~42)","계",3144,32974,3209,36051,3263,36097,3263,36403,3271,38417,3475,33704
"울산","도매 및 소매업(45~47)","계",19782,55020,19969,55827,20018,55777,20248,57109,20146,57099,20610,47570
"울산","운수 및 창고업(49~52)","계",7158,24843,7449,25033,7090,24347,7536,24396,7633,23770,8524,22807
"울산","숙박 및 음식점업(55~56)","계",17635,48263,18124,50511,18522,50623,18901,52625,19377,53360,20396,44480
"울산","정보통신업(58~63)","계",316,3702,335,3863,319,3680,343,3765,387,3948,396,3678
"울산","금융 및 보험업(64~66)","계",938,14167,930,14515,951,15555,941,14898,897,14250,847,12123
"울산","부동산업(68)","계",2604,8968,2947,12342,3138,10718,3151,9820,3190,8992,3261,7617
"울산","전문, 과학 및 기술 서비스업(70~73)","계",1730,17137,1733,16576,1745,15507,1897,16213,1960,16722,2040,16666
"울산","사업시설 관리, 사업 지원 및 임대 서비스업(74~76)","계",1528,23050,1539,19429,1474,18466,1519,18757,1537,18290,1563,16190
"울산","공공행정, 국방 및 사회보장 행정(84)","계",198,12969,203,13283,205,13298,207,13795,207,14504,204,15331
"울산","교육 서비스업(85)","계",4526,34124,4650,33942,4776,34429,4838,34878,4896,35740,4806,34652
"울산","보건업 및 사회복지 서비스업(86~87)","계",2700,29360,2805,32579,2883,34816,2894,36678,2969,38388,2926,40234
"울산","예술, 스포츠 및 여가관련 서비스업(90~91)","계",2609,6926,2861,7599,3053,8008,3108,8567,3069,8814,2983,6774
"울산","협회 및 단체, 수리 및 기타 개인 서비스업(94~96)","계",8515,17726,8737,17720,8942,17848,9221,18103,9452,18621,9604,16651
